,dealer_name,tel,fax,mail,web,types,address,province,postcode
1323,ห้างหุ้นส่วนจำกัด สงวนโลหะกิจ,221-5667/4128446,-,-,-,,392/1-2 ถนนมหาราช เขตพระนคร  จ.กรุงเทพมหานคร    10200 ,กรุงเทพมหานคร,10200
1324,ห้างหุ้นส่วนจำกัด สมใจการไฟฟ้า,02-2157803,-,-,-,,157/34 ถนนเพชรบุรี เขตราชเทวี  จ.กรุงเทพมหานคร    10400 ,กรุงเทพมหานคร,10400
1325,บริษัท จี.แมททีเรียล จำกัด,02-801-3695-99,02-4541342801-3659,-,-,,113/45 หมู่ที่ 10 ถนนเพชรเกษม เขตบางแค  จ.กรุงเทพมหานคร    10160 ,กรุงเทพมหานคร,10160
1326,บริษัท เวิลด์เทค เพนท์ จำกัด,0-2894-9102,0-2984-9122,-,-,,78/539  หมู่ที่ 5 ถนนพระราม 2 เขตบางขุนเทียน  จ.กรุงเทพมหานคร    10150 ,กรุงเทพมหานคร,10150
1327,บจก. เวกา เพ้นท์ แอนด์ คอนแมท จำกัด,02-619-5370-79,02-619-5369,-,-,,1037 อาคารประภัสสร  ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท  จ.กรุงเทพมหานคร    10400 ,กรุงเทพมหานคร,10400
1328,สีสวย ศรีวรา,0-2530-3825,-,-,-,,1143 ซอยลาดพร้าว 94 ถนนลาดพร้าว แขวงพลับพลา เขตวังทองหลาง  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
1329,บจก.สีสัน นครินทร์,0-2720-5400-2,0-2720-5403,-,-,,964 ถนนศรีนครินทร์ แขวงสวนหลวง เขตสวนหลวง  จ.กรุงเทพมหานคร    10250 ,กรุงเทพมหานคร,10250
1330,บมจ. โฮมโปรดักส์ เซ็นเตอร์ -สาขาเอกมัย-รามอินทรา,-,-,-,-,,14/12 หมู่ที่ 8 ถนนประดิษฐ์มนูธรรม แขวงลาดพร้าว เขตลาดพร้าว  จ.กรุงเทพมหานคร    10310 ,กรุงเทพมหานคร,10310
1331,คณะบุคคล วินัย ฮาร์ดแวร์,02-8157854,02-8406834,-,-,,หมู่บ้านสุขสวัสดิ์นิเวศน์ 2 เขตทุ่งครุ  จ.กรุงเทพมหานคร    10140 ,กรุงเทพมหานคร,10140
1332,หจก.พี.ไพ้พ์ คอมเมอร์เชียล,02-8923773,-,-,-,,900 หมู่ที่ 7 ถนนเพชรเกษม เขตหนองแขม  จ.กรุงเทพมหานคร    10160 ,กรุงเทพมหานคร,10160
1333,หจก.กู๊ดเพ้นท์ มาสเตอร์,02-6824378,02-6824378,-,-,,606/11 ถนนสาธุประดิษฐ์ เขตยานนาวา  จ.กรุงเทพมหานคร    10120 ,กรุงเทพมหานคร,10120
1334,คณะบุคคลโปรเพ้นท์,02-7386748,02-7386748,-,-,,330/29 หมู่ที่ 10 ถนนเจ้าคุณทหาร แขวงลำปลาทิว เขตลาดกระบัง  จ.กรุงเทพมหานคร    10520 ,กรุงเทพมหานคร,10520
1335,เอส ดี เคหะภัณฑ์,02-428-2313,02-872-0187,-,-,,360/6 หมู่ที่ 9 ถนนสุขสวัสดิ์ แขวงบางปะกอก เขตราษฎร์บูรณะ  จ.กรุงเทพมหานคร    10140 ,กรุงเทพมหานคร,10140
1336,ชาญพิสิฐพานิช,7591349,-,-,-,,10/263 หมู่ที่ 3 ถนนสุขุมวิท อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1337,บริษัท  ส.สุขสวัสดิ์ ฮาร์ดแวร์(2004) จำกัด,02-4632804,02-4644364,-,-,,53/3 หมู่ที่ 10 ตำบลบางครุ อ.พระประแดง  จ.สมุทรปราการ    10130 ,สมุทรปราการ,10130
1338,บริษัท ศ.รุ่งอนันต์ จำกัด,02 7599672-3,02 7599650,-,-,,226/5-7 หมู่ที่ 5  ถนนศรีนครินทร์ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1339,ร้าน รัชฎเคหะภัณฑ์,0-2461-1191,-,-,-,,287/4-5 หมู่ที่ 1 ถนนสุขสวัสดิ์ อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10290 ,สมุทรปราการ,10290
1340,ร้าน วรวัฒน์,02-384-0495,-,-,-,,1751 หมู่ที่ 3 ถนนสุขุมวิท ตำบลสำโรงเหนือ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1341,แสงเจริญชัย,02-7016002,02-7016004,-,-,,439 ถนนท้ายบ้าน ตำบลปากน้ำ อ.เมืองสุมทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1342,ห้างหุ้นส่วนจำกัด ประชุม สินค้าไม้และผลิตภัณฑ์,02-759-7840,-,-,-,,43/13  หมู่ที่ 6  ถนนศรีนครินทร์ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1343,บมจ. โฮมโปรดักส์ เซ็นเตอร์ - สาขาสุวรรณภูมิ,02-3251200,-,-,-,,99/28 หมู่ที่ 1 ตำบลราชาเทวะ อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1344,หจก.สุวรรณปีติ,02-461-6392,02-848-4825,-,-,,484 หมู่ที่ 4 ตำบลบ้านคลองสวน อ.พระสมุทรเจดีย์  จ.สมุทรปราการ    10290 ,สมุทรปราการ,10290
1345,บจก. บุญถาวรเซรามิคสาขาสุวรรณภูมิ,26160429,27501851,-,-,,15/2 หมู่ที่ 14 ถนนบางนา-ตราด ตำบลบางพลี อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1346,บจก.โฮมเพ้นท์ สาขาศรีนครินทร์-บางนา,0-2735-6411-3,0-2735-6414,-,-,,437/7-9 ถนนศรีนครินทร์ อ.เมืองสมุทรปราการ  จ.สมุทรปราการ    10270 ,สมุทรปราการ,10270
1347,บจก.ไทยเซ็นเตอร์ แมททีเรียล,02-7535591-2,02-7535192,-,-,,59/9-10 หมู่ที่ 4 ตำบลบางแก้ว อ.บางพลี  จ.สมุทรปราการ    10540 ,สมุทรปราการ,10540
1348,บุญสิริโฮมเซ็นเตอร์,02-7085844,-,-,-,,456/3 หมู่ที่ 1  ถนนรัตนราช อ.บางบ่อ  จ.สมุทรปราการ    10560 ,สมุทรปราการ,10560
1349,บมจ. โฮมโปรดักส์ เซ็นเตอร์,-,-,-,-,,96/27  หมู่ที่ 9  ตำบลบางเขน อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1350,บมจ. โฮมโปรดักส์ เซ็นเตอร์  -สาขาแจ้งวัฒนะ,-,-,-,-,,113  หมู่ที่ 5  ตำบลปากเกร็ด อ.ปากเกร็ด  จ.นนทบุรี    11120 ,นนทบุรี,11120
1351,บริษัท ศรีบุญมา ซัพพลาย จำกัด,02-9222522,02-9222606,-,-,,47/5 หมู่ที่ 3 ถนนรัตนาธิเบศร์ ตำบลไทรม้า อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1352,บริษัท โฮมเพ้นท์ จำกัด สาขาปิ่นเกล้า-ราชพฤกษ์,02-423-3215-7,-,-,-,,110/6-9  หมู่ที่5  ถนนราชพฤกษ์ อ.บางกรวย  จ.นนทบุรี    11130 ,นนทบุรี,11130
1353,หจก.พี.แอล.เอส มาร์เก็ตติ้ง,(02) 9245385/...,-,-,-,,90/116 หมู่ที่ 5 ถนนรัตนาธิเบศร์ อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1354,หจก. ชำนาญโลหะภัณฑ์-1992,8828303-5,02-8828553,-,-,,64/86-88 หมู่ที่ 1 ถนนบางกรวย-ไทรน้อย อ.เมืองนนทบุรี  จ.นนทบุรี    11000 ,นนทบุรี,11000
1355,ห้างหุ้นส่วนจำกัด ดี.เค.โลหะภัณฑ์,02-9257109,02-9975854,-,-,,165/59 หมู่ที่ 3 ถนนบ้านกล้วย-ไทรน้อย อ.บางบัวทอง  จ.นนทบุรี    11110 ,นนทบุรี,11110
